NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
RAMCHANDRA CHOUDHARY,Rajasthan,AJMER,INC,MALE,79,GENERAL,Post Graduate,1,9906249,9735,0,Hand,413685,3786,417471,34.71,20.88,35.09,1189777,1202835,1999399
SHABUDADIN,Rajasthan,AJMER,nafp,MALE,52,GENERAL,8th Pass,1,1780000,0,0,Auto- rickshaw,1190,7,1197,0.1,0.06,0.1,1189777,1202835,1999399
HANUMAN BENIWAL,Rajasthan,NAGAUR,RLTP,MALE,52,GENERAL,Graduate Professional,1,8110760,0,1,Bottle,591460,5495,596955,48.09,27.69,48.54,1229702,1241279,2155502
BHIYARAM,Rajasthan,PALI,IND,MALE,67,GENERAL,5th Pass,1,10322592,0,0,Air conditioner,1335,10,1345,0.1,0.06,0.1,1339989,1355574,2348274
KARAN SINGH UCHIYARDA,Rajasthan,JODHPUR,INC,MALE,55,GENERAL,Graduate,4,756679425,196818421,0,Hand,608228,6151,614379,44.33,28.73,44.74,1373247,1385918,2138241
SUNIL KUMAR PAREEK,Rajasthan,JODHPUR,IND,MALE,44,GENERAL,Post Graduate,3,1118497,70000,0,Telephone,7424,5,7429,0.54,0.35,0.54,1373247,1385918,2138241
RAVINDRA SINGH BHATI,Rajasthan,BARMER,IND,MALE,26,GENERAL,Graduate Professional,6,,,0,Apple,581865,4635,586500,34.72,26.55,35.12,1670148,1689138,2208630
KAILASH CHOUDHARY,Rajasthan,BARMER,BJP,MALE,50,GENERAL,Graduate,1,7276934,0,0,Lotus,284527,2206,286733,16.98,12.98,17.17,1670148,1689138,2208630
TARARAM MEHNA,Rajasthan,BARMER,IND,MALE,54,ST,10th Pass,2,17257000,1500000,0,Almirah,49768,189,49957,2.96,2.26,2.99,1670148,1689138,2208630
MOTI LAL,Rajasthan,JALORE,ASPKR,MALE,39,SC,Graduate,2,39000,0,0,Kettle,4579,7,4586,0.32,0.2,0.32,1432667,1451531,2297692
FOJARAM,Rajasthan,JALORE,IPGP,MALE,46,ST,8th Pass,1,,,0,Pot,1493,4,1497,0.1,0.07,0.1,1432667,1451531,2297692
RAJ KUMAR ROAT,Rajasthan,BANSWARA,BHRTADVSIP,MALE,31,ST,Graduate Professional,1,11731679,2971833,1,Hockey and ball,815430,5401,820831,50.14,37.3,50.8,1615882,1637022,2200607
BHIL ADIVASI MANGILAL NANAMA,Rajasthan,CHITTORGARH,BHRTADVSIP,MALE,39,ST,Post Graduate,3,,,0,Hockey and ball,42243,568,42811,2.85,1.97,2.87,1493143,1499596,2170738
DAMODAR AGARWAL,Rajasthan,BHILWARA,BJP,MALE,68,GENERAL,Post Graduate,1,71392415,3320600,1,Lotus,803193,4447,807640,61.88,37.59,62.56,1291019,1305144,2148657
RAJESH PATNI,Rajasthan,BHILWARA,IND,MALE,45,GENERAL,12th Pass,1,12095268,3700000,0,Room cooler,8013,5,8018,0.61,0.37,0.62,1291019,1305144,2148657
NARAYAN LAL JAT,Rajasthan,BHILWARA,IND,MALE,27,GENERAL,Graduate Professional,1,,,0,Flute,1643,41,1684,0.13,0.08,0.13,1291019,1305144,2148657
BALDEV SINGH FOJI,Rajasthan,KOTA,BHRJWNKP,MALE,73,GENERAL,Graduate,1,9097700,402000,0,Gift pack,1066,3,1069,0.07,0.05,0.07,1489896,1500959,2088853
KAMAL KUMAR BAIRWA,Rajasthan,KOTA,IND,MALE,27,SC,10th Pass,1,25000,0,0,Apple,965,49,1014,0.07,0.05,0.07,1489896,1500959,2088853
RAVI RAJ SINGH,Rajasthan,JHALAWAR-BARAN,IND,MALE,26,GENERAL,12th Pass,1,1976325,315127,0,Apple,10231,43,10274,0.72,0.51,0.73,1405304,1422157,2030974
R.C. PAUL KANAGARAJ,Tamil Nadu,CHENNAI NORTH,BJP,MALE,59,GENERAL,Graduate Professional,1,169270634,62026400,0,Lotus,112628,690,113318,12.55,7.57,12.74,889281,902753,1496459
DAYANIDHI MARAN,Tamil Nadu,CHENNAI CENTRAL,DMK,MALE,57,GENERAL,Graduate,4,170770037,0,1,Rising sun,412286,1562,413848,56.56,30.65,57.53,719386,731710,1350334
VINOJ,Tamil Nadu,CHENNAI CENTRAL,BJP,MALE,37,GENERAL,Graduate Professional,14,319589737,155055585,0,Lotus,168059,1100,169159,23.12,12.53,23.51,719386,731710,1350334
B. PARTHASARATHY,Tamil Nadu,CHENNAI CENTRAL,DMDK,MALE,58,GENERAL,10th Pass,3,19950375,1659676,0,Nagara,71772,244,72016,9.84,5.33,10.01,719386,731710,1350334
DILAVAR ALI,Tamil Nadu,CHENNAI CENTRAL,TPSTP,MALE,49,GENERAL,Graduate,1,,,0,Battery Torch,2536,10,2546,0.35,0.19,0.35,719386,731710,1350334
C.S.KARNAN,Tamil Nadu,CHENNAI CENTRAL,ACDP,MALE,67,SC,Graduate Professional,2,660000,920000,0,Jackfruit,750,11,761,0.1,0.06,0.11,719386,731710,1350334
M.NAGARAJ,Tamil Nadu,CHENNAI CENTRAL,IND,MALE,30,GENERAL,Graduate Professional,1,3221200,1700000,0,Ring,254,0,254,0.03,0.02,0.04,719386,731710,1350334
G PREMKUMAR,Tamil Nadu,SRIPERUMBUDUR,ADMK,MALE,34,GENERAL,Post Graduate,1,,,0,Two leaves,270549,1033,271582,18.84,11.4,19.2,1414485,1441382,2382578
SANTHOSH KUMAR. V,Tamil Nadu,KANCHEEPURAM,NTK,MALE,41,SC,Graduate Professional,1,,,0,Mike,109858,414,110272,8.75,6.3,8.87,1242613,1260679,1749192
S JAGATHRATCHAKAN,Tamil Nadu,ARAKKONAM,DMK,MALE,76,GENERAL,10th Pass,2,534587828,6495000000,1,Rising sun,560578,2638,563216,48.14,35.92,48.92,1151209,1170057,1568140
K BALU,Tamil Nadu,ARAKKONAM,PMK,MALE,53,GENERAL,Graduate Professional,1,79223947,10700940,0,Mango,200614,1711,202325,17.29,12.9,17.58,1151209,1170057,1568140
V KRISHNANANDAN,Tamil Nadu,ARAKKONAM,AMGRDMK,MALE,42,SC,Graduate Professional,1,175000,0,0,Pan,568,14,582,0.05,0.04,0.05,1151209,1170057,1568140
DM KATHIR ANAND,Tamil Nadu,VELLORE,DMK,MALE,48,GENERAL,Post Graduate,5,,,1,Rising sun,566435,2257,568692,50.25,37.06,50.74,1120722,1131837,1534347
MANSOOR ALI KHAN,Tamil Nadu,VELLORE,IND,MALE,61,GENERAL,Graduate Professional,1,,,0,Jackfruit,2769,35,2804,0.25,0.18,0.25,1120722,1131837,1534347
D SARAVANAN,Tamil Nadu,VELLORE,IND,MALE,36,GENERAL,Graduate Professional,1,432000,0,0,Trumpet,1497,0,1497,0.13,0.1,0.13,1120722,1131837,1534347
B JAGAN,Tamil Nadu,VELLORE,IND,MALE,30,GENERAL,Graduate,1,795000,0,0,Coconut farm,282,3,285,0.03,0.02,0.03,1120722,1131837,1534347
VIDHYA RANI,Tamil Nadu,KRISHNAGIRI,NTK,FEMALE,33,GENERAL,12th Pass,1,,,0,Mike,106260,823,107083,9.17,6.58,9.27,1155174,1167451,1627851
SRINIVASAN K,Tamil Nadu,KRISHNAGIRI,IND,MALE,58,GENERAL,8th Pass,1,321800,0,0,Auto- rickshaw,1619,2,1621,0.14,0.1,0.14,1155174,1167451,1627851
VENKATESHKUMAR M,Tamil Nadu,KRISHNAGIRI,IND,MALE,36,GENERAL,Graduate Professional,1,,,0,Pressure cooker,1585,5,1590,0.14,0.1,0.14,1155174,1167451,1627851
CHANDRAMOHAN K.M.,Tamil Nadu,KRISHNAGIRI,IND,MALE,53,GENERAL,8th Pass,1,1081098,0,0,Gas cylinder,789,3,792,0.07,0.05,0.07,1155174,1167451,1627851
MANI. A.,Tamil Nadu,DHARMAPURI,DMK,MALE,55,GENERAL,Graduate Professional,1,86564403,21287262,1,Rising sun,429301,3366,432667,34.63,28.34,34.93,1238634,1249271,1526799
"GAJENDRAN, G.V.",Tamil Nadu,ARANI,ADMK,MALE,41,GENERAL,Graduate,1,,,0,Two leaves,289650,1683,291333,25.54,19.43,25.76,1131073,1140690,1499659
KALANCHIYAM. M,Tamil Nadu,VILUPPURAM,NTK,MALE,56,SC,Graduate,2,2850000,0,0,Mike,56766,476,57242,4.94,3.81,5,1143701,1159452,1503959
MALAIYARASAN D,Tamil Nadu,KALLAKURICHI,DMK,MALE,48,GENERAL,Post Graduate,4,,,1,Rising sun,558346,3243,561589,44.89,35.79,45.25,1241036,1251018,1569097
KUMARAGURU R,Tamil Nadu,KALLAKURICHI,ADMK,MALE,62,GENERAL,10th Pass,6,38588464,3037754,0,Two leaves,505577,2228,507805,40.59,32.36,40.92,1241036,1251018,1569097
JAGADESAN A,Tamil Nadu,KALLAKURICHI,NTK,MALE,51,GENERAL,Graduate,1,,,0,Mike,73098,554,73652,5.89,4.69,5.93,1241036,1251018,1569097
DEVADASS RAMASAMY,Tamil Nadu,KALLAKURICHI,PMK,MALE,71,GENERAL,Graduate Professional,1,60828616,2124313,0,Mango,70633,657,71290,5.7,4.54,5.74,1241036,1251018,1569097
SELVAGANAPATHI T M,Tamil Nadu,SALEM,DMK,MALE,65,GENERAL,Post Graduate,1,754021976,261456676,1,Rising sun,562022,4063,566085,43.3,34.12,43.88,1289950,1307379,1659269
ANNADURAI N,Tamil Nadu,SALEM,PMK,MALE,54,GENERAL,Graduate Professional,2,30873526,13648790,0,Mango,125829,1310,127139,9.72,7.66,9.86,1289950,1307379,1659269
RAJA A,Tamil Nadu,SALEM,IND,MALE,56,SC,Graduate Professional,7,,,1,Ring,329,3,332,0.03,0.02,0.03,1289950,1307379,1659269
MATHESWARAN V S,Tamil Nadu,NAMAKKAL,DMK,MALE,51,GENERAL,10th Pass,3,47297973,5039079,1,Rising sun,457695,4341,462036,40.26,31.8,40.77,1133319,1147497,1452952
DR RAMALINGAM K P,Tamil Nadu,NAMAKKAL,BJP,MALE,69,GENERAL,Graduate,1,,,0,Lotus,103577,1113,104690,9.12,7.21,9.24,1133319,1147497,1452952
SATHEESH G,Tamil Nadu,NAMAKKAL,IND,MALE,35,GENERAL,Graduate,1,4052782,2464346,0,Bat,1284,8,1292,0.11,0.09,0.11,1133319,1147497,1452952
MOORTHI J,Tamil Nadu,NAMAKKAL,IND,MALE,66,SC,5th Pass,1,,,0,Helmet,385,4,389,0.03,0.03,0.03,1133319,1147497,1452952
ASHOK KUMAR,Tamil Nadu,ERODE,ADMK,MALE,53,GENERAL,Post Graduate,1,,,0,Two leaves,323751,2022,325773,29.77,21.17,30.18,1079440,1094366,1538960
ASHOK KUMAR,Tamil Nadu,ERODE,ADMK,MALE,53,GENERAL,Graduate,2,15929248,0,0,Two leaves,323751,2022,325773,29.77,21.17,30.18,1079440,1094366,1538960
"MURUGANANDAM, A.P.",Tamil Nadu,TIRUPPUR,BJP,MALE,48,GENERAL,Post Graduate,5,,,0,Lotus,184066,1256,185322,16.2,11.52,16.48,1124812,1143624,1608720
RAJA A,Tamil Nadu,NILGIRIS,DMK,MALE,60,SC,Graduate Professional,7,,,1,Rising sun,470729,2483,473212,46.39,33.12,47.04,1005906,1020085,1428889
DR MURUGAN L,Tamil Nadu,NILGIRIS,BJP,MALE,46,SC,Doctorate,23,,,0,Lotus,231111,1516,232627,22.8,16.28,23.13,1005906,1020085,1428889
GANAPATHY RAJKUMAR P,Tamil Nadu,COIMBATORE,DMK,MALE,58,GENERAL,Doctorate,1,,,1,Rising sun,565428,2772,568200,41.35,26.97,41.75,1361045,1374127,2106500
ANNAMALAI K,Tamil Nadu,COIMBATORE,BJP,MALE,39,GENERAL,Post Graduate,26,40726627,0,0,Lotus,447608,2524,450132,32.76,21.37,33.07,1361045,1374127,2106500
ANNADURAI R,Tamil Nadu,COIMBATORE,IND,MALE,50,SC,Illiterate,1,,,0,Battery Torch,1767,5,1772,0.13,0.08,0.13,1361045,1374127,2106500
RAGHUL GANDHI K,Tamil Nadu,COIMBATORE,HJP,MALE,34,GENERAL,10th Pass,1,300140,62000,0,Pen nib with seven rays,1170,6,1176,0.09,0.06,0.09,1361045,1374127,2106500
PREMKUMAR P,Tamil Nadu,COIMBATORE,IND,MALE,35,SC,5th Pass,1,51074,136984,0,Ring,281,2,283,0.02,0.01,0.02,1361045,1374127,2106500
ESWARASAMY K,Tamil Nadu,POLLACHI,DMK,MALE,47,GENERAL,10th Pass,1,345276957,94557521,1,Rising sun,530742,2635,533377,47.25,33.38,47.99,1111542,1128822,1597717
VASANTHARAJAN K,Tamil Nadu,POLLACHI,BJP,MALE,44,GENERAL,Post Graduate,5,,,0,Lotus,221945,1409,223354,19.79,13.98,20.09,1111542,1128822,1597717
PRAKASH P,Tamil Nadu,POLLACHI,IND,MALE,35,GENERAL,Graduate Professional,1,988000,858667,0,Ganna kisan,2834,17,2851,0.25,0.18,0.26,1111542,1128822,1597717
ESWARASAMY K,Tamil Nadu,POLLACHI,IND,MALE,59,GENERAL,10th Pass,1,345276957,94557521,1,Pen nib with seven rays,1775,15,1790,0.16,0.11,0.16,1111542,1128822,1597717
SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,CPI(M),MALE,53,GENERAL,Graduate,9,2597479,785694,1,"Hammer, Sickle and Star",667391,2758,670149,58.25,41.66,59.44,1127501,1150445,1608624
MOHAMED MUBARAK M A,Tamil Nadu,DINDIGUL,ADMK,MALE,44,GENERAL,Post Graduate,1,,,0,Two leaves,225492,836,226328,19.67,14.07,20.07,1127501,1150445,1608624
THILGABAMA M,Tamil Nadu,DINDIGUL,PMK,FEMALE,54,GENERAL,Graduate,3,94118896,47942103,0,Mango,111013,1490,112503,9.78,6.99,9.98,1127501,1150445,1608624
MURUGESAN (A) VISHNU MURUGESAN C,Tamil Nadu,DINDIGUL,IND,MALE,46,SC,12th Pass,5,365000,0,0,Television,2004,4,2008,0.17,0.12,0.18,1127501,1150445,1608624
SABARINATH S,Tamil Nadu,DINDIGUL,IND,MALE,29,GENERAL,Graduate,1,197000,0,0,Ship,1001,10,1011,0.09,0.06,0.09,1127501,1150445,1608624
JOTHIMANI. S,Tamil Nadu,KARUR,INC,FEMALE,48,GENERAL,Post Graduate,1,,,1,Hand,531829,3077,534906,47.21,37.39,47.6,1123770,1133069,1430499
SENTHILNATHAN. V.V,Tamil Nadu,KARUR,BJP,MALE,42,GENERAL,Graduate,5,111806282,13500000,0,Lotus,101517,965,102482,9.04,7.16,9.12,1123770,1133069,1430499
JOTHIMANI. S,Tamil Nadu,KARUR,IND,FEMALE,33,GENERAL,Post Graduate,1,,,1,Auto- rickshaw,774,6,780,0.07,0.05,0.07,1123770,1133069,1430499
VINCENT. F,Tamil Nadu,KARUR,ACDP,MALE,49,GENERAL,Illiterate,3,10000,0,0,Jackfruit,510,5,515,0.05,0.04,0.05,1123770,1133069,1430499
UMADEVI. S,Tamil Nadu,KARUR,IND,FEMALE,43,GENERAL,Graduate Professional,4,1834000,764000,0,Mixee,452,1,453,0.04,0.03,0.04,1123770,1133069,1430499
ANAND SELVARAJ,Tamil Nadu,TIRUCHIRAPPALLI,IND,MALE,35,GENERAL,Post Graduate,1,1210000,0,0,CCTV Camera,1172,6,1178,0.11,0.08,0.11,1042115,1056843,1554620
AMBIVENKATESAN,Tamil Nadu,TIRUCHIRAPPALLI,IND,MALE,37,GENERAL,8th Pass,1,,,0,Ship,972,6,978,0.09,0.06,0.09,1042115,1056843,1554620
M.K. VISHNUPRASAD,Tamil Nadu,CUDDALORE,INC,MALE,51,GENERAL,Graduate Professional,1,,,1,Hand,450401,4652,455053,43.87,32.2,44.43,1024271,1037351,1413170
P. SIVAKOZHUNDU,Tamil Nadu,CUDDALORE,DMDK,MALE,58,GENERAL,5th Pass,1,8408000,2000000,0,Nagara,267707,1450,269157,25.95,19.05,26.28,1024271,1037351,1413170
THIRUMAAVALAVAN THOL,Tamil Nadu,CHIDAMBARAM,VCK,MALE,61,SC,Doctorate,7,,,1,Pot,501851,3233,505084,43.14,33.21,43.61,1158310,1170701,1520970
PERUMAL S,Tamil Nadu,CHIDAMBARAM,IND,MALE,40,SC,10th Pass,2,601000,0,0,Funnel,2231,8,2239,0.19,0.15,0.19,1158310,1170701,1520970
SUDHA R,Tamil Nadu,MAYILADUTHURAI,INC,FEMALE,46,GENERAL,Post Graduate,10,,,1,Hand,516534,1925,518459,47.65,33.53,48.05,1079013,1088164,1546075
STALIN M K,Tamil Nadu,MAYILADUTHURAI,PMK,MALE,53,GENERAL,Graduate,12,,,0,Mango,165770,667,166437,15.3,10.77,15.42,1079013,1088164,1546075
KALIYAMMAL P,Tamil Nadu,MAYILADUTHURAI,NTK,FEMALE,38,GENERAL,Graduate,2,1809063,560000,0,Mike,127276,366,127642,11.73,8.26,11.83,1079013,1088164,1546075
SILAMBARASAN D,Tamil Nadu,MAYILADUTHURAI,IND,MALE,33,SC,Graduate Professional,2,,,0,Stethoscope,1255,1,1256,0.12,0.08,0.12,1079013,1088164,1546075
JAFARULLAH KHAN F,Tamil Nadu,MAYILADUTHURAI,IND,MALE,53,GENERAL,10th Pass,1,33202255,90000,0,Jackfruit,1230,6,1236,0.11,0.08,0.11,1079013,1088164,1546075
SELVARAJ V,Tamil Nadu,NAGAPATTINAM,CPI,MALE,62,SC,Post Graduate,1,,,1,Ears of corn and sickle,462759,2285,465044,47.76,34.56,48.24,964093,973773,1345708
KARTHIKA M,Tamil Nadu,NAGAPATTINAM,NTK,FEMALE,34,SC,Graduate Professional,1,,,0,Mike,130846,448,131294,13.48,9.76,13.62,964093,973773,1345708
VIJAYARAGAVAN N,Tamil Nadu,NAGAPATTINAM,IND,MALE,38,SC,Graduate,2,,,0,Pot,3072,30,3102,0.32,0.23,0.32,964093,973773,1345708
MURASOLI S,Tamil Nadu,THANJAVUR,DMK,MALE,46,GENERAL,Graduate Professional,6,,,1,Rising sun,498822,3423,502245,48.7,33.44,49.44,1015873,1031294,1502056
MURUGANANTHAM M,Tamil Nadu,THANJAVUR,BJP,MALE,50,GENERAL,8th Pass,32,22904971,5160020,0,Lotus,169587,1026,170613,16.54,11.36,16.79,1015873,1031294,1502056
HUMAYUN KABIR,Tamil Nadu,THANJAVUR,NTK,MALE,56,GENERAL,Graduate,1,20476000,5000000,0,Mike,119683,610,120293,11.66,8.01,11.84,1015873,1031294,1502056
SENTHIL KUMAR N,Tamil Nadu,THANJAVUR,IND,MALE,50,GENERAL,12th Pass,1,7931533,2275000,0,Ship,4133,25,4158,0.4,0.28,0.41,1015873,1031294,1502056
KARIKALA CHOLAN S,Tamil Nadu,THANJAVUR,IND,MALE,40,GENERAL,Graduate Professional,1,4787754,80000,0,Fountain,1209,8,1217,0.12,0.08,0.12,1015873,1031294,1502056
KARTI P CHIDAMBARAM,Tamil Nadu,SIVAGANGA,INC,MALE,52,GENERAL,Graduate Professional,11,962744048,234850274,1,Hand,425631,2046,427677,40.46,26.15,40.92,1045230,1057025,1635655
XAVIERDASS A,Tamil Nadu,SIVAGANGA,ADMK,MALE,48,GENERAL,10th Pass,1,,,0,Two leaves,221255,758,222013,21,13.57,21.24,1045230,1057025,1635655
DHEVANATHAN YADAV T,Tamil Nadu,SIVAGANGA,BJP,MALE,63,GENERAL,Doctorate,4,,,0,Lotus,194559,1229,195788,18.52,11.97,18.73,1045230,1057025,1635655
SEKAR A,Tamil Nadu,SIVAGANGA,IND,MALE,51,SC,10th Pass,1,2045000,1000000,0,Coconut farm,1285,7,1292,0.12,0.08,0.12,1045230,1057025,1635655
VENKATESAN S,Tamil Nadu,MADURAI,CPI(M),MALE,54,GENERAL,12th Pass,3,20536639,0,1,"Hammer, Sickle and Star",428201,2122,430323,43.55,27.18,44.1,975795,988216,1583250
RAAMA SREENIVASAN,Tamil Nadu,MADURAI,BJP,MALE,59,GENERAL,Doctorate,1,35022298,0,0,Lotus,219035,1879,220914,22.35,13.95,22.64,975795,988216,1583250
SARAVANAN P,Tamil Nadu,MADURAI,ADMK,MALE,54,GENERAL,Graduate Professional,1,183401717,15296130,0,Two leaves,204163,641,204804,20.72,12.94,20.99,975795,988216,1583250
VELMURUGAN A,Tamil Nadu,MADURAI,BHRTPRJAIK,MALE,31,GENERAL,Graduate Professional,1,812360,0,0,Ganna kisan,5966,43,6009,0.61,0.38,0.62,975795,988216,1583250
THANGA TAMILSELVAN,Tamil Nadu,THENI,DMK,MALE,63,GENERAL,Post Graduate,17,49850594,0,1,Rising sun,569110,2383,571493,49.99,35.05,50.58,1129883,1143159,1630328
TTV DHINAKARAN,Tamil Nadu,THENI,AMMKMNKZ,MALE,60,GENERAL,12th Pass,6,49531806,283212989,0,Pressure cooker,289909,2759,292668,25.6,17.95,25.9,1129883,1143159,1630328
MADHAN,Tamil Nadu,THENI,NTK,MALE,45,GENERAL,Post Graduate,2,,,0,Mike,75495,1339,76834,6.72,4.71,6.8,1129883,1143159,1630328
PRAKASH P,Tamil Nadu,THENI,IND,MALE,40,SC,Graduate Professional,1,988000,858667,0,Whistle,6293,5,6298,0.55,0.39,0.56,1129883,1143159,1630328
PANDIKUMAR S,Tamil Nadu,THENI,IND,MALE,36,SC,Post Graduate,2,1114000,496188,0,Ganna kisan,3907,60,3967,0.35,0.24,0.35,1129883,1143159,1630328
PARAMASIVAN S,Tamil Nadu,THENI,IND,MALE,35,GENERAL,Graduate Professional,3,,,0,Ship,2852,14,2866,0.25,0.18,0.25,1129883,1143159,1630328
AATHIMUTHUKUMAR M,Tamil Nadu,THENI,IND,MALE,32,GENERAL,5th Pass,2,5292229,0,0,Auto- rickshaw,587,5,592,0.05,0.04,0.05,1129883,1143159,1630328
HARIKRISHNAKUMAR R,Tamil Nadu,THENI,IND,MALE,29,SC,Graduate Professional,1,46000,0,0,Black board,481,5,486,0.04,0.03,0.04,1129883,1143159,1630328
MANICKAM TAGORE B,Tamil Nadu,VIRUDHUNAGAR,INC,MALE,49,GENERAL,Graduate Professional,1,,,1,Hand,382876,2380,385256,36.18,25.58,36.6,1052493,1064918,1505927
PANNEERSELVAM O S/O OTTAKARATHEVAR,Tamil Nadu,RAMANATHAPURAM,IND,MALE,74,GENERAL,12th Pass,5,60171092,15285226,0,Jackfruit,340778,2104,342882,30.86,21.17,31.07,1103558,1111264,1619761
SENTHILMALLAR K,Tamil Nadu,RAMANATHAPURAM,IND,MALE,45,SC,Post Graduate,1,,,0,Bicycle pump,6629,198,6827,0.61,0.42,0.62,1103558,1111264,1619761
PANNERSELVAM O S/O OCHATTHEVAR,Tamil Nadu,RAMANATHAPURAM,IND,MALE,61,GENERAL,Illiterate,1,,,0,Bucket,564,8,572,0.05,0.04,0.05,1103558,1111264,1619761
KANIMOZHI KARUNANIDHI,Tamil Nadu,THOOTHUKKUDI,DMK,FEMALE,56,GENERAL,Graduate,2,604056590,6060187,1,Rising sun,537879,2850,540729,55.12,37.01,55.82,968720,981034,1461182
SIVASAMY VELUMANI R,Tamil Nadu,THOOTHUKKUDI,ADMK,MALE,42,GENERAL,5th Pass,1,232319450,103980280,0,Two leaves,147407,584,147991,15.09,10.13,15.28,968720,981034,1461182
ARUNADEVI R,Tamil Nadu,THOOTHUKKUDI,IND,FEMALE,38,SC,Graduate,1,5041961,51239,0,Ganna kisan,6029,43,6072,0.62,0.42,0.63,968720,981034,1461182
CHITHIRAI JEGAN S,Tamil Nadu,THOOTHUKKUDI,IND,MALE,37,GENERAL,10th Pass,3,146600,83872,0,Coconut farm,3637,3,3640,0.37,0.25,0.38,968720,981034,1461182
GANDHIMALLAR S M,Tamil Nadu,THOOTHUKKUDI,IND,MALE,54,SC,10th Pass,3,,,0,Mixee,791,14,805,0.08,0.06,0.08,968720,981034,1461182
BISHOP DR GODFREY NOBLE,Tamil Nadu,THOOTHUKKUDI,AJPK,MALE,53,GENERAL,Doctorate,7,,,0,Auto- rickshaw,757,12,769,0.08,0.05,0.08,968720,981034,1461182
ESAKKIMUTHU V,Tamil Nadu,THOOTHUKKUDI,IND,MALE,43,GENERAL,8th Pass,1,,,0,Jackfruit,699,11,710,0.07,0.05,0.07,968720,981034,1461182
PRASANNA KUMAR M,Tamil Nadu,THOOTHUKKUDI,IND,MALE,33,GENERAL,10th Pass,3,141942,0,0,Truck,396,0,396,0.04,0.03,0.04,968720,981034,1461182
DR K KRISHNASAMY,Tamil Nadu,TENKASI,ADMK,MALE,72,SC,Post Graduate,5,257414740,37760259,0,Two leaves,228290,1190,229480,22.05,15.01,22.46,1021954,1040936,1529130
B JOHN PANDIAN,Tamil Nadu,TENKASI,BJP,MALE,68,SC,Post Graduate,1,,,0,Lotus,206982,1843,208825,20.06,13.66,20.43,1021954,1040936,1529130
ESAI MATHIVANAN,Tamil Nadu,TENKASI,NTK,MALE,37,SC,Graduate Professional,9,388997,112000,0,Mike,128750,1585,130335,12.52,8.52,12.75,1021954,1040936,1529130
ROBERT BRUCE C,Tamil Nadu,TIRUNELVELI,INC,MALE,62,GENERAL,Post Graduate,1,,,1,Hand,499493,2803,502296,46.98,30.33,47.38,1060052,1069236,1656265
NAINAR NAGENTHRAN,Tamil Nadu,TIRUNELVELI,BJP,MALE,63,GENERAL,Post Graduate,1,319406949,51383504,0,Lotus,334431,2245,336676,31.49,20.33,31.76,1060052,1069236,1656265
SATHYA,Tamil Nadu,TIRUNELVELI,NTK,FEMALE,46,GENERAL,Graduate,2,9729065,0,0,Mike,86918,768,87686,8.2,5.29,8.27,1060052,1069236,1656265
POTTAL SUNDARA MUNISWARAN,Tamil Nadu,TIRUNELVELI,IND,MALE,43,GENERAL,12th Pass,6,,,0,Baby walker,19802,50,19852,1.86,1.2,1.87,1060052,1069236,1656265
ATHISAYAM V,Tamil Nadu,TIRUNELVELI,IND,MALE,49,SC,8th Pass,10,400500,0,0,Television,3744,37,3781,0.35,0.23,0.36,1060052,1069236,1656265
BISHOP DR GODFREY WASHINGTON NOBLE,Tamil Nadu,TIRUNELVELI,AJPK,MALE,53,GENERAL,Doctorate,7,171368500,2100000,0,Auto- rickshaw,1457,18,1475,0.14,0.09,0.14,1060052,1069236,1656265
LENIN K,Tamil Nadu,TIRUNELVELI,IND,MALE,36,SC,Post Graduate,11,1624395,200000,0,Ring,1441,9,1450,0.14,0.09,0.14,1060052,1069236,1656265
KUMAR V,Tamil Nadu,TIRUNELVELI,PMTDK,MALE,39,GENERAL,8th Pass,1,,,0,Chappals,1057,15,1072,0.1,0.06,0.1,1060052,1069236,1656265
SEVAL KANNAN B ADVOCATE,Tamil Nadu,TIRUNELVELI,IND,MALE,32,GENERAL,Graduate Professional,1,,,0,Almirah,622,14,636,0.06,0.04,0.06,1060052,1069236,1656265
RAGHAVAN C M,Tamil Nadu,TIRUNELVELI,IND,MALE,49,SC,Graduate,2,,,0,Bucket,364,2,366,0.03,0.02,0.03,1060052,1069236,1656265
BALASUBRAMANIAN T,Tamil Nadu,KANNIYAKUMARI,IND,MALE,54,GENERAL,Post Graduate,14,2635000,0,0,Flute,2047,25,2072,0.2,0.13,0.2,1025299,1035739,1566048
SATHISH BABU P,Tamil Nadu,KANNIYAKUMARI,IND,MALE,46,GENERAL,Others,1,,,0,Grapes,747,1,748,0.07,0.05,0.07,1025299,1035739,1566048
RAMESHKUMAR J L,Tamil Nadu,KANNIYAKUMARI,IND,MALE,34,GENERAL,10th Pass,2,703000,0,0,Helmet,464,1,465,0.04,0.03,0.05,1025299,1035739,1566048
AYYAPPAN V,Tamil Nadu,KANNIYAKUMARI,IND,MALE,37,GENERAL,Graduate Professional,7,7446969,0,0,Pot,358,15,373,0.04,0.02,0.04,1025299,1035739,1566048
